ProductID,ProductName,Category,Brand,UnitPrice,CostPrice,VendorID,ProductStatus,LaunchDate,SupplierCategory,WeightVolume
97,Califia Farms Organic Coffee,Grocery,Califia Farms,20.12,14.91,24.0,Active,2022-10-26,International,0.95
98,Patagonia Rain Jacket,Apparel,Patagonia,161.67,94.46,31.0,Active,2021-04-06,International,0.13
99,Dyson Toaster Oven,Home Goods,Dyson,373.75,280.99,9.0,Active,2024-01-25,Local,1.78
100,Dyson Toaster Oven,Home Goods,Dyson,576.82,512.04,39.0,Active,2022-12-15,International,11.19
101,Levi's Graphic T-Shirt,Apparel,Levi's,117.59,99.59,31.0,Active,2023-02-06,International,0.94
102,Dyson High-Speed Blender,Home Goods,Dyson,411.11,233.14,17.0,Active,2023-10-27,International,9.35
103,Starbucks Olive Oil,Grocery,Starbucks,33.52,16.98,7.0,Active,2021-04-07,International,1.43
104,Penguin Random House Cookbook,Books,Penguin Random House,22.98,17.0,40.0,Active,2022-10-05,Local,0.83
105,Swiffer Air Freshener,Household,Swiffer,12.39,8.87,39.0,Active,2024-03-22,International,3.55
106,Hasbro Puzzle Set,Toys,Hasbro,69.72,54.32,3.0,Active,2024-01-28,International,1.6
107,Aveeno Lip Balm,Beauty,Aveeno,56.49,39.03,17.0,Active,2022-10-27,International,0.21
108,Columbia Sleeping Bag,Sports & Outdoors,Columbia,87.12,69.47,46.0,Active,2021-12-19,Local,5.44
109,IKEA Bookshelf,Furniture,IKEA,1078.49,715.62,21.0,Active,2021-05-25,Local,62.68
110,Hasbro Plush Toy,Toys,Hasbro,94.5,57.67,40.0,Active,2024-06-27,International,1.42
111,Clorox Air Freshener,Household,Clorox,21.38,14.83,36.0,Discontinued,2021-08-26,Local,3.98
112,Dyson Air Fryer,Home Goods,Dyson,111.09,75.39,15.0,Active,2024-07-16,Local,4.0
113,Aveeno Sunscreen,Beauty,Aveeno,30.67,15.4,41.0,Active,2022-10-29,Local,0.47
114,Nike Graphic T-Shirt,Apparel,Nike,81.3,43.25,24.0,Active,2021-11-19,Local,1.48
115,Ashley Furniture Office Desk,Furniture,Ashley Furniture,1110.67,580.86,39.0,Active,2021-01-24,Local,54.49
116,Bertolli Smoked Salmon,Grocery,Bertolli,70.33,43.21,34.0,Active,2021-07-14,Local,1.13
117,Penguin Random House Self-Help Guide,Books,Penguin Random House,45.33,27.0,24.0,Active,2024-07-29,Local,1.0
118,L'Oréal Cleansing Balm,Beauty,L'Oréal,54.53,38.56,13.0,Active,2021-11-05,Local,0.14
119,Mattel Starship Set,Toys,Mattel,66.88,39.49,18.0,Discontinued,2023-04-02,Local,1.39
120,Renpho Foam Roller,Health & Wellness,Renpho,74.41,53.83,7.0,Active,2023-03-17,Local,0.44
121,Fitbit Vitamin Gummies,Health & Wellness,Fitbit,126.18,75.72,37.0,Active,2021-02-14,Local,1.5
122,L'Oréal Body Lotion,Beauty,L'Oréal,81.46,68.82,38.0,Active,2023-04-25,Local,0.25
123,IKEA Two-Seat Sofa,Furniture,IKEA,1230.22,1085.27,27.0,Active,2023-02-12,Local,84.9
124,Renpho Smart Jump Rope,Health & Wellness,Renpho,73.36,60.77,48.0,Active,2023-01-27,International,1.48
125,Bertolli Artisanal Bread,Grocery,Bertolli,25.66,19.84,48.0,Discontinued,2021-06-08,Local,0.56
126,Starbucks Black Tea Bags,Grocery,Starbucks,21.46,17.9,13.0,Active,2023-04-01,Local,1.6
127,Patagonia Hooded Sweatshirt,Apparel,Patagonia,149.7,126.17,49.0,Discontinued,2024-05-10,International,0.62
128,Swiffer Kitchen Cleaner,Household,Swiffer,40.08,22.97,32.0,Active,2022-02-06,Local,2.29
129,All-Clad Handheld Steamer,Home Goods,All-Clad,336.78,232.83,28.0,Active,2024-06-11,Local,6.51
130,Vitamix Air Fryer,Home Goods,Vitamix,586.96,415.15,45.0,Active,2020-11-30,Local,10.44
131,Penguin Random House Historical Fiction,Books,Penguin Random House,29.64,25.04,40.0,Active,2024-03-15,Local,0.49
132,Neutrogena Cleansing Balm,Beauty,Neutrogena,32.93,19.24,28.0,Active,2021-01-27,Local,0.44
133,Clorox Fabric Softener,Household,Clorox,28.93,22.4,37.0,Active,2024-07-17,International,4.12
134,Columbia Portable Hammock,Sports & Outdoors,Columbia,88.97,49.81,48.0,Active,2023-11-01,Local,5.25
135,Mattel Remote Drone,Toys,Mattel,62.76,38.91,32.0,Active,2021-10-22,Local,1.38
136,Anker External SSD,Electronics,Anker,624.33,521.68,31.0,Active,2021-08-04,International,1.37
137,Mattel Building Blocks Set,Toys,Mattel,141.31,90.11,17.0,Active,2023-01-14,Local,2.13
138,Bertolli Granola Bars,Grocery,Bertolli,46.37,33.17,42.0,Discontinued,2023-03-23,Local,0.79
139,Swiffer Floor Cleaner,Household,Swiffer,24.26,15.83,6.0,Active,2020-11-14,International,1.15
140,Ashley Furniture Two-Seat Sofa,Furniture,Ashley Furniture,719.45,524.23,40.0,Active,2024-04-21,Local,24.58
141,Neutrogena Charcoal Face Mask,Beauty,Neutrogena,78.67,47.75,46.0,Active,2022-12-07,Local,0.28
142,HarperCollins Cookbook,Books,HarperCollins,33.63,28.31,12.0,Active,2023-04-26,Local,0.48
143,Califia Farms Greek Yogurt,Grocery,Califia Farms,34.3,18.03,7.0,Active,2021-12-16,Local,0.25
144,LEGO Classic Board Game,Toys,LEGO,35.75,20.1,40.0,Active,2021-09-23,International,1.14
145,Optimum Nutrition Smart Jump Rope,Health & Wellness,Optimum Nutrition,102.38,72.76,9.0,Active,2023-12-24,Local,1.13
146,Tide Fabric Softener,Household,Tide,44.06,38.51,35.0,Active,2022-05-17,Local,4.77
147,Dyson Water Filter,Home Goods,Dyson,376.66,301.16,41.0,Active,2022-07-25,Local,9.96
148,Optimum Nutrition Resistance Bands,Health & Wellness,Optimum Nutrition,83.91,68.96,15.0,Active,2023-07-04,Local,0.85
149,LogiTech Speaker,Electronics,LogiTech,428.24,359.37,49.0,Active,2021-05-19,Local,0.14
150,Tide Heavy-Duty Trash Bags,Household,Tide,7.84,6.42,28.0,Active,2022-05-31,International,2.97
151,Yeti Hiking Poles,Sports & Outdoors,Yeti,152.24,86.06,16.0,Active,2022-08-10,Local,4.09
152,Patagonia Hiking Boots,Apparel,Patagonia,151.94,122.44,34.0,Discontinued,2022-02-10,International,1.06
153,Ashley Furniture Bookshelf,Furniture,Ashley Furniture,707.42,405.33,5.0,Active,2021-04-28,International,65.6
154,HarperCollins Fantasy Series,Books,HarperCollins,23.45,13.15,2.0,Discontinued,2024-03-12,Local,0.98
155,Renpho Yoga Mat,Health & Wellness,Renpho,113.69,57.22,47.0,Active,2022-01-10,Local,0.73
156,Optimum Nutrition Bathroom Scale,Health & Wellness,Optimum Nutrition,149.74,116.61,30.0,Active,2024-09-13,Local,2.28
157,Sony Headphones,Electronics,Sony,598.57,429.34,5.0,Active,2022-02-17,International,1.33
158,LogiTech Smart Mouse,Electronics,LogiTech,732.85,439.41,46.0,Active,2022-05-06,Local,3.71
159,Starbucks Whole Grain Bread,Grocery,Starbucks,57.13,40.47,7.0,Discontinued,2023-10-17,Local,1.43
160,CeraVe Cleansing Balm,Beauty,CeraVe,76.34,60.91,3.0,Active,2022-10-23,Local,0.29
161,Starbucks Olive Oil,Grocery,Starbucks,67.41,39.58,43.0,Active,2021-03-05,International,0.78
162,Fitbit Smart Scale,Health & Wellness,Fitbit,37.76,19.01,16.0,Active,2021-09-19,International,1.48
163,Vitamix Aromatherapy Diffuser,Home Goods,Vitamix,472.79,266.22,16.0,Active,2021-03-29,International,14.03
164,IKEA Dining Table,Furniture,IKEA,230.7,129.55,42.0,Active,2022-07-19,Local,53.91
165,Mattel Building Blocks,Toys,Mattel,118.98,94.38,29.0,Active,2021-04-24,Local,2.26
166,Dell External SSD,Electronics,Dell,551.97,341.05,36.0,Active,2020-12-13,Local,1.01
167,L'Oréal Cleansing Balm,Beauty,L'Oréal,41.84,36.22,39.0,Active,2024-07-13,Local,0.16
168,Fitbit Smart Scale,Health & Wellness,Fitbit,69.31,56.17,1.0,Active,2024-03-16,International,2.66
169,CeraVe Face Wash,Beauty,CeraVe,46.27,35.32,5.0,Active,2022-06-03,Local,0.31
170,LEGO Starship Set,Toys,LEGO,100.66,66.83,21.0,Active,2024-08-07,Local,2.08
171,All-Clad Air Fryer,Home Goods,All-Clad,529.79,287.58,13.0,Active,2024-05-11,Local,9.98
172,Ashley Furniture Office Desk,Furniture,Ashley Furniture,859.86,632.96,45.0,Active,2024-01-02,Local,74.61
173,Bertolli Greek Yogurt,Grocery,Bertolli,40.67,27.95,6.0,Active,2024-06-26,Local,1.54
174,Aveeno Body Lotion,Beauty,Aveeno,95.31,67.82,18.0,Active,2023-08-20,International,0.13
175,LEGO Remote Drone,Toys,LEGO,35.41,25.24,15.0,Active,2021-07-05,Local,0.97
176,Mattel Puzzle Set,Toys,Mattel,93.66,50.78,48.0,Active,2021-05-21,Local,1.54
177,Levi's Wool Scarf,Apparel,Levi's,184.53,121.9,36.0,Active,2024-09-25,Local,1.5
178,Neutrogena Charcoal Face Mask,Beauty,Neutrogena,68.63,57.51,21.0,Active,2022-08-14,International,0.43
179,Penguin Random House Bestseller Novel,Books,Penguin Random House,40.34,26.22,14.0,Active,2024-04-07,International,0.55
180,Tide Glass Cleaner,Household,Tide,7.51,6.71,3.0,Active,2022-09-27,Local,4.97
181,Sony Gaming Laptop,Electronics,Sony,739.47,622.85,14.0,Active,2021-02-09,International,3.48
182,Mattel Action Figure,Toys,Mattel,93.43,52.5,37.0,Active,2022-04-28,Local,0.67
183,Penguin Random House Biography,Books,Penguin Random House,25.48,13.68,20.0,Active,2022-07-31,International,0.81
184,Clorox Disinfectant Wipes,Household,Clorox,25.81,20.16,45.0,Active,2021-09-17,Local,3.39
185,HarperCollins Cookbook,Books,HarperCollins,18.53,16.1,4.0,Active,2023-01-31,International,0.6
186,Bertolli Granola Bars,Grocery,Bertolli,51.56,44.93,39.0,Active,2020-12-11,International,0.3
187,Sony Headphones,Electronics,Sony,439.45,277.18,10.0,Active,2021-11-16,Local,3.4
188,Swiffer Laundry Pods,Household,Swiffer,29.07,17.12,6.0,Active,2023-02-20,Local,1.09
189,Swiffer Floor Cleaner,Household,Swiffer,35.45,23.39,36.0,Active,2024-02-14,Local,3.98
190,Vitamix Water Filter,Home Goods,Vitamix,355.41,233.91,32.0,Active,2023-06-10,Local,14.96
191,Califia Farms Greek Yogurt,Grocery,Califia Farms,12.34,8.29,50.0,Active,2021-11-22,Local,0.4
192,Columbia Portable Grill,Sports & Outdoors,Columbia,128.93,82.23,21.0,Active,2020-10-12,International,2.11
193,HarperCollins Cookbook,Books,HarperCollins,43.04,22.29,29.0,Active,2021-03-07,Local,0.56
194,Nike Down Vest,Apparel,Nike,77.39,67.38,40.0,Active,2021-04-14,International,0.12
195,Adidas Hiking Boots,Apparel,Adidas,117.76,74.51,2.0,Active,2021-10-22,Local,0.86
196,Hasbro Plush Toy,Toys,Hasbro,101.94,79.31,10.0,Active,2022-03-19,Local,2.75
197,Sony Smart Mouse,Electronics,Sony,189.97,110.24,19.0,Active,2022-05-13,Local,2.38
198,Patagonia Cargo Pants,Apparel,Patagonia,158.77,133.5,43.0,Active,2020-12-06,International,0.13
199,HydroFlask Portable Hammock,Sports & Outdoors,HydroFlask,294.7,262.47,33.0,Active,2020-12-14,Local,8.73
200,Levi's Hiking Boots,Apparel,Levi's,68.78,49.82,30.0,Active,2022-12-30,Local,1.39
201,L'Oréal Lip Balm,Beauty,L'Oréal,35.57,18.05,81.0,Active,2022-03-14,Local,0.22
202,Renpho Resistance Bands,Health & Wellness,Renpho,68.19,44.66,450.0,Discontinued,2021-11-26,International,2.84
203,Califia Farms Spicy Salsa,Grocery,Califia Farms,20.38,15.55,202.0,Active,2022-04-18,Local,1.93
204,IKEA Sectional Sofa,Furniture,IKEA,475.6,266.86,294.0,Discontinued,2022-07-20,International,39.64
205,All-Clad Cordless Blender,Home Goods,All-Clad,271.41,194.48,298.0,Active,2022-12-13,International,5.33
206,LEGO Action Figure,Toys,LEGO,51.56,45.9,466.0,Active,2024-01-19,International,2.78
207,Nike Polo Shirt,Apparel,Nike,43.94,37.43,430.0,Active,2023-03-30,International,1.33
208,Columbia Soft Cooler,Sports & Outdoors,Columbia,102.53,84.96,479.0,Active,2023-03-12,International,1.94
209,Levi's Graphic T-Shirt,Apparel,Levi's,44.02,39.37,391.0,Active,2021-04-06,International,0.96
210,Califia Farms Spaghetti Sauce,Grocery,Califia Farms,35.93,19.11,184.0,Active,2021-02-19,Local,1.72
211,Ashley Furniture Office Desk,Furniture,Ashley Furniture,265.58,185.0,199.0,Active,2022-03-30,Local,12.9
212,Optimum Nutrition Digital Thermometer,Health & Wellness,Optimum Nutrition,33.92,30.37,344.0,Active,2024-09-11,Local,2.79
213,HarperCollins Self-Help Guide,Books,HarperCollins,30.64,20.93,444.0,Active,2022-12-24,Local,0.33
214,L'Oréal Hydrating Serum,Beauty,L'Oréal,49.75,36.26,381.0,Active,2022-03-19,International,0.38
215,LEGO Starship Set,Toys,LEGO,53.39,45.44,424.0,Active,2021-04-29,Local,1.75
216,Hasbro Building Blocks,Toys,Hasbro,58.87,52.1,323.0,Active,2023-02-28,Local,2.69
217,Clorox Floor Mop,Household,Clorox,15.56,13.5,314.0,Active,2022-05-10,International,2.59
218,Nike Wool Scarf,Apparel,Nike,43.37,37.95,300.0,Active,2020-11-28,Local,0.68
219,Anker Portable Power Bank,Electronics,Anker,254.16,199.53,460.0,Active,2020-11-26,Local,1.33
220,IKEA Accent Chair,Furniture,IKEA,746.54,400.5,64.0,Active,2023-08-09,International,17.68
221,Mattel Remote Drone,Toys,Mattel,95.73,68.94,194.0,Active,2023-12-19,Local,1.21
222,All-Clad Toaster Oven,Home Goods,All-Clad,96.18,50.06,365.0,Active,2022-10-29,International,14.45
223,IKEA Wooden Bed Frame,Furniture,IKEA,205.8,181.96,68.0,Active,2021-05-06,International,11.1
224,Swiffer Air Freshener,Household,Swiffer,25.19,21.49,312.0,Active,2024-04-27,Local,2.64
225,Clorox Heavy-Duty Trash Bags,Household,Clorox,20.03,11.98,4.0,Active,2021-04-23,International,3.01
226,Anker HD Webcam,Electronics,Anker,116.72,74.66,335.0,Active,2024-06-22,Local,2.93
227,Optimum Nutrition Electric Toothbrush,Health & Wellness,Optimum Nutrition,93.23,50.68,26.0,Discontinued,2022-01-09,Local,0.92
228,Penguin Random House Biography,Books,Penguin Random House,38.99,28.52,384.0,Discontinued,2022-04-28,Local,0.51
229,HydroFlask Hiking Poles,Sports & Outdoors,HydroFlask,157.73,113.6,432.0,Active,2023-03-20,Local,7.1
230,L'Oréal Lip Balm,Beauty,L'Oréal,44.1,25.74,357.0,Active,2024-02-14,Local,0.49
231,Patagonia Hooded Sweatshirt,Apparel,Patagonia,114.13,99.7,310.0,Discontinued,2023-02-15,Local,0.95
232,Fitbit Electric Toothbrush,Health & Wellness,Fitbit,63.89,40.99,320.0,Active,2022-10-12,Local,1.61
233,Tide Disinfectant Wipes,Household,Tide,25.2,18.74,453.0,Active,2022-10-15,International,0.51
234,Swiffer Dish Soap,Household,Swiffer,24.92,20.91,378.0,Active,2022-09-16,International,2.36
235,CeraVe Lip Balm,Beauty,CeraVe,10.73,8.33,104.0,Active,2023-01-01,Local,0.22
236,Aveeno Waterproof Mascara,Beauty,Aveeno,17.4,11.08,171.0,Active,2022-08-25,International,0.11
237,Starbucks Spaghetti Sauce,Grocery,Starbucks,42.52,32.7,473.0,Discontinued,2020-10-25,International,1.36
238,Dyson Cordless Blender,Home Goods,Dyson,200.43,143.26,443.0,Active,2022-01-27,International,6.8
239,Apple USB-C Hub,Electronics,Apple,284.48,224.74,290.0,Active,2021-03-10,Local,1.12
240,Neutrogena Waterproof Mascara,Beauty,Neutrogena,14.3,8.75,77.0,Active,2022-06-01,International,0.35
241,HarperCollins Fiction Novel,Books,HarperCollins,15.62,13.21,60.0,Active,2021-12-24,International,0.52
242,Optimum Nutrition Resistance Bands,Health & Wellness,Optimum Nutrition,22.38,13.32,450.0,Active,2024-05-06,International,0.73
243,All-Clad Stand Mixer,Home Goods,All-Clad,168.46,136.64,20.0,Discontinued,2024-03-28,Local,1.35
244,LEGO Robot Pet,Toys,LEGO,31.17,21.61,473.0,Active,2023-04-08,Local,1.18
245,Mattel Starship Set,Toys,Mattel,99.38,78.49,106.0,Active,2023-02-20,International,1.71
246,Renpho Electric Toothbrush,Health & Wellness,Renpho,73.4,62.3,305.0,Active,2021-10-23,International,0.4
247,Renpho Foam Roller,Health & Wellness,Renpho,64.09,48.42,160.0,Active,2023-05-16,Local,0.93
248,L'Oréal Lip Balm,Beauty,L'Oréal,53.62,30.01,140.0,Active,2024-08-21,Local,0.35
249,Levi's Cotton T-Shirt,Apparel,Levi's,90.53,56.8,282.0,Active,2023-01-24,International,0.5
250,All-Clad Handheld Steamer,Home Goods,All-Clad,145.21,92.28,457.0,Active,2021-08-29,Local,7.59
251,LogiTech Portable Power Bank,Electronics,LogiTech,222.62,149.29,45.0,Active,2020-12-15,Local,3.0
252,Swiffer Floor Mop,Household,Swiffer,13.89,11.49,171.0,Active,2022-09-02,International,2.9
